merged_id,title,abstract,user_input,fields,Art,Biology,Business,Chemistry,Computer science,Economics,Engineering,Environmental science,Geography,Geology,History,Materials science,Mathematics,Medicine,Philosophy,Physics,Political science,Psychology,Sociology
carticle_0053289262,Intravital longitudinal wide-area imaging of dynamic bone marrow engraftment and multilineage differentiation through nuclear-cytoplasmic labeling.,"Bone marrow is a vital tissue that produces the majority of erythrocytes, thrombocytes, and immune cells. Bone marrow transplantation (BMT) has been widely performed in patients with blood disorders and cancers. However, the cellular-level behaviors of the transplanted bone marrow cells over wide-areas of the host bone marrow after the BMT are not fully understood yet. In this work, we performed a longitudinal wide-area cellular-level observation of the calvarial bone marrow after the BMT in vivo. Using a H2B-GFP/beta-actin-DsRed double-transgenic mouse model as a donor, a subcellular-level nuclear-cytoplasmic visualization of the transplanted bone marrow cells was achieved, which enabled a direct in vivo dynamic monitoring of the distribution and proliferation of the transplanted bone marrow cells. The same spots in the wide-area of the calvarial bone marrow were repeatedly identified using fluorescently labeled vasculature as a distinct landmark. It revealed various dynamic cellular-level behaviors of the transplanted BM cells in early stage such as cluster formation, migration, and active proliferation in vivo.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0053720399,Design and experimental researchon the screw extrusion device for shrimp head-cutting,"A kind of screw extrusion device for shrimp head-cutting was designed. According to the physiological and somatic characteristics, using the characteristic that shrimp head and the shrimp body poor connection, the device relied on the thread groove,which is formed by two parallel helical rollers, to hold the shrimp head and squeeze the shrimp head, to realized the seperation of shrimp body and head. The experimental study on the sample shrimps were selected with a body length from 120 mm to 150 mm. The results showed that the device of using the screw extrusion head-cutting was well, the head-cutting rate was 95%, the meat yield was 68%, and the work efficiency was double, which provided reference for the development of shrimp head-cutting device.",,['Engineering'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0054415523,Micropatterning of single cell arrays using the PEG-Silane and Biotin-(Strept)Avidin System with photolithography and chemical vapor deposition,"Bio-MEMS technique of organizing cells in single cell arrays makes it easier to observe cells' individual characteristics and behaviors, which is of benefit for basic cell research and high throughout drug screening. We utilized photolithography and chemical vapor deposition (CVD) to pattern hydrophobic hexamethyldisilazane (HMDS) islands and hydrophilic polyethylene glycol (PEG)-Silane regions on 25 mm 25 mm glass slides. Compared with methods presently used, the photoresist wells can be more stable, and clear HMDS island arrays can be formed. We adopted a better and more powerful medium, the Biotin-(Strept)Avidin System to fix cells on the specified regions of the substrate. This is more efficient than the former medium, antibodies and antigens. Moreover, using a biotinylating cell surface, we produced more biotins on the surface of the cells and made it easier to capture cells and avoid washing away fixed cells. By changing the concentration of cell suspension for seeding, we found a suitable concentration (5 x 10(6) cells/ml), at which the cell occupation was greater than 90%. By comparing various diameters of streptavidin islands, optimal diameters (14-20 mu m) were found to capture single human promyelocytic leukemia cells (HL-60). With all optimal parameters, single cell arrays were formed. The ratio of islands capturing only one cell was approximately 77%, which is better than similar approaches. (C) 2013 Elsevier B.V. All rights reserved.",,"['Biology', 'Materials science']",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
carticle_0054713520,Public and Private Space in Contemporary South Africa: Perspectives from Post-Apartheid Literature,"Starting from a reading of Damon Galgut's The Good Doctor, this article examines the changing nature of social space in South Africa since 1994 as reflected in recent writing by Galgut, Ivan Vladislavić, Jonny Steinberg, K.S. Duiker and J.M. Coetzee. Adapting Mikael Karlström's distinction between ‘dystopian’ and ‘eutopian’ responses to social phenomena, I argue that post-apartheid literature bears witness to the perpetuation of a fundamentally dystopian society. South Africa, by these lights, has seen no significant opening up and making public of space either physically or otherwise. Discussing the urban environment, crime, xenophobia, gender relations and sexuality, the article shows that power remains in the private sphere, with space still constructed in terms of exclusion rather than inclusion.",,"['Art', 'Sociology']",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
carticle_0054779932,NMDA receptor modulation by the neuropeptide apelin: implications for excitotoxic injury.,"Excitotoxic neuronal damage via over-activation of the NMDA receptor has been implicated in many neurodegenerative diseases. In vitro modeling of excitotoxic injury has shown that activation of G-protein coupled receptors (GPCRs) counteracts such injury through modulation of neuronal pro-survival pathways and/or NMDA receptor signaling. We have previously demonstrated that the GPCR APJ and its endogenous neuropeptide ligand apelin can protect neurons against excitotoxicity, but the mechanism(s) of this neuroprotection remain incompletely understood. We hypothesized that apelin can promote neuronal survival by activating pro-survival signaling as well as inhibiting NMDA receptor-mediated excitotoxic signaling cascades. Our results demonstrate that (i) apelin activates pro-survival signaling via inositol trisphosphate (IP(3) ), protein kinase C (PKC), mitogen-activated protein kinase kinase 1/2 (MEK1/2), and extracellular signal-regulated kinase-1/2 (ERK1/2) to protect against excitotoxicity, and (ii) apelin inhibits excitotoxic signaling by attenuating NMDA receptor and calpain activity, and by modulating NMDA receptor subunit NR2B phosphorylation at serine 1480. These studies delineate a novel apelinergic signaling pathway that concurrently promotes survival and limits NMDA receptor-mediated injury to protect neurons against excitotoxicity. Defining apelin-mediated neuroprotection advances our understanding of neuroprotective pathways and will potentially improve our ability to develop therapeutics for excitotoxicity-associated neurodegenerative disorders.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0055204287,Characteristics and outcomes of injured patients presenting by private vehicle in a state trauma system.,"Background: Previous studies have demonstrated lower mortality among patients transported to single urban trauma centers by private vehicle (PV) compared with Emergency Medical Services (EMS). We sought to describe the characteristics and outcomes of injured patients transported by PV in a state trauma system compared to patients transported by EMS.
Methods: We performed a retrospective cohort study of state trauma registry data for patients admitted to all Pennsylvania trauma centers over 5 years (1/2003 to 12/2007). Our primary exposure of interest was prehospital mode of transport and our primary outcome of interest was in-hospital mortality. Unadjusted analyses were performed as were adjusted analyses controlling for injury severity. Data are presented as percents, odds ratios (ORs), and 95% confidence intervals.
Results: Of the 91 132 patients analyzed, 9.6% were transported to the emergency department by PV and 90.4% by EMS. Overall Injury Severity Score (ISS) was 13.3 +/- 11.0 (ISS for EMS 13.7 +/- 11.3, PV 9.2 +/- 7.1, P < .001), and 6.6% of patients died (EMS 7.1%, PV 1.5%, P < .001). After adjusting for injury severity, patients transported by EMS were more likely to die than PV patients (OR 1.9 [95% CI 1.5-2.4]). This effect persisted in blunt, penetrating, advanced life support, and basic life support subgroups, but not in the severely injured (ISS > 15, ISS > 25) subgroups.
Conclusions: Nearly 10% of injured patients arrive at trauma centers by private vehicle. Transport of injured patients by EMS was associated with higher mortality than PV transport. This may reflect the effects of prehospital time, prehospital interventions, or other confounders. (c) 2013 Elsevier Inc. All rights reserved.",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0055379942,TBM tunneling in mixed-face ground: Problems and solutions,"Mixed-face ground encountered in Tunnel Boring Machine (TBM) tunneling presents great challenges and may trigger potential hazards without warning. A detailed understanding of such unfavorable conditions is therefore critical to a successful bored tunnel. In this paper, we firstly present a brief review of the definition, classification and the factors related to mixed-face conditions. Secondly, for a better understanding of this topic, we investigate the main difficulties and problems involved in TBM tunnelling under mixed-face ground with detailed cases. Thirdly, from the viewpoint of rock-machine interaction, we give some suggestions on the corresponding mitigation measurements from three categories: (i) selection of TBM type and modification of TBM, (ii) condition of ground and (iii) optimization of TBM operation. (C) 2015 Published by Elsevier B.V. on behalf of China University of Mining & Technology.",,"['Engineering', 'Geology']",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
carticle_0055411783,Well-Being Therapy and Adlerian Psychology: Revisiting the Task of Self,"The author discusses well-being therapy and the dimensional model on which it is based. The multidimensional model of psychological well-being is compared to the Adlerian concept of the life tasks, with a special emphasis on the task of self as issues pertinent to experiencing a sense of purpose and self-acceptance are considered central to well-being therapy. The author conceptualizes well-being therapy as a therapeutic technique of encouragement that Adlerians may consider applying in the final phases of the orientation stage of treatment.",,['Psychology'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
carticle_0056588381,"Does Urbanisation Matter? A Temporal Analysis of the Socio‐demographic Gradient in the Rising Adulthood Overweight Epidemic in China, 1989–2009","Using eight successive waves of the China Health and Nutrition Survey, this study applies hierarchical age-period-cohort models to investigate the rising prevalence rates of adulthood overweight in China. We find that overweight prevalence rates increase throughout adulthood until the early 50s. Period effects are very strong with a virtually monotonic increase from 1989 to 2009. Yet, as posited by the reversal hypothesis (a diminishing positive association between overweight prevalence and socioeconomic status alongside development), this increase is levelling off or absent in most recent survey waves for women, urban residents, and individuals with higher educational attainment. Most importantly, substantial period variations are explained by rapid urbanisation, and the period increases in overweight prevalence closely track the pace of urbanisation in China. Cohorts born in the beginning years of the Great Chinese Famine (1958-1961) have the highest overweight prevalence rates, whereas cohorts experiencing the Famine during the childhood ages of adiposity rebound (the next rise in body mass index after infancy, typically from age 5 to 7 years) are significantly less likely to be overweight. These cohort patterns lend support to the critical-period hypothesis. Copyright (C) 2015 John Wiley & Sons, Ltd.",,"['Sociology', 'Medicine']",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
carticle_0057994038,Changes in Spinal Cord Following Inflammatory and Neuropathic Pain and the Effectiveness of Resiniferatoxin,"Peripheral inflammation or nerve injury results in changes in the spinal cord, initiating a process of central sensitization. Although nociceptive Transient Receptor Potential (TRP) channels have been studied extensively, the role of these channels expressed at the central terminals in the spinal cord is not fully understood. Here, we studied the expression and function of TRPV1 channels at the spinal cord following induction of inflammatory pain by Complete Freund's Adjuvant (CFA) and neuropathic pain by Chronic Constriction Injury (CCI). Rats treated with CFA or subjected to CCI developed long-term thermal and mechanical hypersensitivity. Peripheral inflammation or injury induced an inflammatory response at the levels of spinal cord, which included activation of glia and increased levels of proinflammatory mediators. As a result, expression of TRPV1 was significantly increased and the associated function of TRPV1-mediated CGRP release was also significantly increased. Single intrathecal administration of resiniferatoxin (RTX), an ultrapotent TRPV1 agonist, selectively reversed inflammatory thermal hypersensitivity and the associated changes in TRPV1 expression and function without affecting mechanical hypersensitivity. In summary, peripheral nerve activity triggers an inflammatory response at the spinal dorsal horn, which results in enhanced expression and function of TRPV1 channels. Targeting TRPV1 expressed in the central terminals is a viable strategy to alleviate certain modalities of pain.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0058441883,Deproteinized natural rubber latex/gelatinized starch blended films as drug delivery carrier,"Deproteinized natural rubber (DNR) latex was blended to each of gelatinized potato, rice, and glutinous starch (GPS, GRS, and GGS, respectively) dispersions to construct a thin film with glycerin added as plasticizer. The appropriate blended films were selected to load lidocaine and used as drug delivery. It was found that dispersions of each gelatinized starch type provided different viscosities due to their amylose/amylopectin ratios. GRS dispersion could be blended with DNR latex up to 20 part per hundred of rubber (phr) because of its lowest viscosity. All gelatinized starch dispersions could be mixed with DNR latex to provide good film at the concentration of 5 phr. The percentage of moisture uptake and swelling ratio of these films increased causing the blending of gelatinized starch in DNR. The higher amounts of gelatinized starch increased the swelling ratio and volumetric swelling of blended film. The ultimate tensile strengths of these blended films were not different comparing to DNR film itself, but they had a tendency to raise up when the amounts of gelatinized starch increased. At 5 phr of gelatinized starch, GPS provided the highest percentage of elongation at break of blended film while GGS and GRS gave the lower values, respectively. Lidocaine could be mixed in DNR and 5 phr GRS blended films by simple mixing during film preparation process. The compatibility of these blended films was confirmed by their morphology, fourier transform infrared spectroscopy and differential scanning calorimeter. Amorphous pattern of drug in these films was detected by X-ray diffraction. Lidocaine release profile from this film showed the slow release for up to 90% in 12 h.Graphical abstract",,"['Materials science', 'Medicine']",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
carticle_0060672976,Extensive and Intensive Agricultural Supply Response,"Interest in agricultural supply response increased dramatically after model predictions of land use change were used to estimate biofuel greenhouse gas emissions. The models divide crop response into higher yield-the intensive margin-or more land-the extensive margin. Input adjustments are assumed to drive yield response. But most yield changes result from adoption of technology. Regulators and modelers assume that increased harvested area implies conversion of land from forest or pasture to crops. With the notable exception of African countries, recent expansion of harvested area is due to more intensive use of existing agricultural land through multiple cropping and technology improvement. A lack of response at the extensive margin is consistent with inelastic estimates of land use change estimated by using time-series data. Option value is one reason for this inelastic response. Predictions of land use change based on cross-section data imply much higher land use elasticities than are consistent with recent data.",,['Economics'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0060737843,Weibo use and political participation: the mechanism explaining the positive effect of Weibo use on online political participation among college students in contemporary China,"This study examines the various aspects of Weibo use, including the number of people users follow; the number of fans they have; the frequency with which they read friends', celebrities', and opinion leaders' Weibo; and the number of Weibo group memberships on youth online political participation in contemporary China. The study also investigates the underlying mechanisms explaining the positive effects of Weibo use on youth online political participation using survey methods. Chinese users mainly use Weibo to satisfy their needs for information and connectedness. As an alternative source of information, Weibo indeed functions as an 'online school of political participation' to foster political interest, a sense of belonging to an online community, and civic virtue among Weibo users. As a new platform for Chinese to form online civic groups, memberships in Weibo groups significantly increases users' likelihood of being politically mobilized, which is essential for online collective participation. Our study shows that Verba, Schlozman, and Brady's [( 1995). Voice and equality: Civic voluntarism in American politics. Cambridge, MA: Harvard University Press] civic voluntarism model can be extended to the online environment in an authoritarian system.",,['Political science'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
carticle_0061133653,Rapid and high-sensitivity cell-based assays of protein-protein interactions using split click beetle luciferase complementation: an approach to the study of G-protein-coupled receptors.,"To identify biologically relevant compounds in basic biology and drug discovery processes, rapid quantitative methods for elucidating protein-protein interactions have become necessary. We describe a novel optical technique for monitoring protein-protein interactions in living cells based on complementation of split luciferase fragments from click beetle (Brazilian Pyrearinus termitilluminans). A new pair of amino-terminal and carboxy-terminal fragments of the luciferase was identified using semirational library screening, demonstrating achieved markedly higher sensitivity and signal-to-background ratio. The identified fragments were applied to the study of five G-protein coupled receptors (GPCR) that interact with beta-arrestin on the plasma membrane. By generating cell lines stably expressing the GPCRs and beta-arrestin connected with the luciferase fragments, we demonstrated rapid and sensitive screening of potential chemicals that act on GPCRs using a 96-well microtiter plate format. The screening time was reduced to 5-10 min after ligand stimulation. The maximum response became more than 15-fold higher than the background signal. This luciferase complementation method also enabled accurate spatial and temporal analyses of interactions in single living cells using bioluminescence microscopy. These GPCR assays will facilitate developments of high-throughput screening systems in a multiwell plate format. Furthermore, using specific proteins of interest, the novel fragments of luciferase will provide different assay methods for the study of many intracellular signals in living cells and animals.",,['Biology'],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0061652495,"Incorporating drivers, strategies and measurement in existing corporate sustainability framework","Corporate sustainability related research in Malaysia has become one of the areas of interest
and covers variety of issues. One of the issues that has been highlighted is in relation to the
motivation for reporting, in which a number of corporate governance characteristics have been identified as factors which lead to sustainability reporting.This study aimed to examine sustainability drivers, strategy and priority among Malaysian Listed Companies.This study used a mailed survey to collect the data.The respondents for this study are top management leaders of listed companies, i.e. Chief Executive Officer, Chief Finance Officer and Senior Manager.The mailing of the 261 questionnaires has resulted in the return of 31 usable questionnaires, yielded a response rate of 11.9%.The results showed that compliance with legal and regulatory requirements appeared as the main driver for sustainability practices among Malaysian Listed Companies. Competitive factors such as achieving competitive
advantage, brand reputation and cost savings also ranked as important drivers.The findings
also indicated that the majority of companies had a formal sustainability strategy that's been
incorporated into the company’s vision and mission, decision making, performance measurement and human resource policy. Finally, the study also found that companies place a high priority on sustainability activities.",,['Business'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0063589063,Evidence for dietary change but not landscape use in South African early hominins,"The dichotomy between early Homo and Paranthropus is justified partly on morphology(1,2). In terms of diet, it has been suggested that early Homo was a generalist but that Paranthropus was a specialist(3). However, this model is challenged and the issue of the resources used by Australopithecus, the presumed common ancestor, is still unclear. Laser ablation profiles of strontium/calcium, barium/calcium and strontium isotope ratios in tooth enamel are a means to decipher intra-individual diet and habitat changes. Here we show that the home range area was of similar size for species of the three hominin genera but that the dietary breadth was much higher in Australopithecus africanus than in Paranthropus robustus and early Homo. We also confirm that P. robustus relied more on plant-based foodstuffs than early Homo. A South African scenario is emerging in which the broad ecological niche of Australopithecus became split, and was then occupied by Paranthropus and early Homo, both consuming a lower diversity of foods than Australopithecus.",,['Biology'],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0063624018,Diagnosis of myocardial infarction following hospitalisation for exacerbation of COPD,"Cardiovascular disease is common in chronic obstructive pulmonary disease (COPD) and raised troponin is common in exacerbations. However, the prevalence of myocardial infarction following hospitalisation for exacerbation of COPD is unknown. Patients aged ≥ 40 yrs hospitalised with acute exacerbation of COPD (n = 242) with ≥ 10 pack-yrs of cigarette smoking were included in a prospective case series conducted in four hospitals. Patients whose primary presenting complaint was chest pain or who had an alternative diagnosis were excluded. Chest pain histories, serial ECGs and troponin levels were obtained. The mean ± SD age was 69 ± 9 yrs; 108 (45%) patients were male and almost half were current smokers. 124 (51%; 95% CI 48-58%) patients had chest pain, which was exertional in 62 (26%). 24 (10%) had raised troponin, among whom, 20 (8.3%; 95% CI 5.1-12.5%) had chest pain and/or serial ECG changes, fulfilling the 2007 Universal Definition of Myocardial Infarction. Neither chest pain (p = 0.77) nor serial ECG changes (p = 0.39) were associated with raised troponin. Raised troponin, chest pain and serial ECG changes are common in patients admitted to hospital with exacerbation of COPD. Overall, one in 12 patients met the criteria for myocardial infarction. Whether these patients would benefit from further cardiac investigation is unknown.",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0064187506,Combined puncture/cutting of elastomer membranes by pointed blades: An alternative approach of fracture energy,"Resistance to combined puncture and cutting is controlled by two energies, one is the fracture energy or the intrinsic strength of the material, the other reflects the friction energy between a pointed blade and the material. The purpose of this study is to propose an alternative approach derived from the fracture mechanics theory to calculate the fracture energy associated to the puncture/cutting of neoprene rubber by pointed blades. The proposed approach is also based on the application of a sample pre-strained during the puncture/cutting test in order to remove the contribution of friction. It was validated with two different pointed blade angles of 22.5 degrees and 35 degrees. Results show that for an applied pre-strain energy (or tearing energy) of high value, the friction between pointed blade and material is completely removed. Without friction, the total fracture energy is constant. In that case, the crack growth contribution of the applied pre-strain energy is marginal. Growth of the crack is thus completely caused by the puncture/cutting by a pointed blade. Finally, results suggest that the value of the fracture energy corresponding to puncture/cutting by pointed blades is obtained at a frictional contribution of zero, but not at tearing energy value of zero. The value obtained is three times higher than the cutting energy corresponding to a cut by razor blade and also larger than that obtained from puncture by medical needles. (C) 2016 Elsevier Ltd. All rights reserved.",,['Materials science'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
carticle_0065006945,"Plague in San Francisco: rats, racism and reform",Tilli Tansey extols a history of California’s chaotic early-twentieth-century epidemic. Tilli Tansey extols a history of California’s chaotic early-twentieth-century epidemic.,,"['Medicine', 'History']",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
carticle_0065721925,OR29. Higher percent recipient chimerism in bone marrow than peripheral blood is risk for relapse,"Aim In patients after allogeneic stem cell transplant, chimerism is monitored on peripheral blood (PB). Occasionally, bone marrow (BM) samples are tested for chimerism and results are often similar. We investigated the significance of results that differ between PB and BM. Methods Retrospective review of post-allogeneic stem cell transplant patients, who were tested for chimerism on both PB and BM (total cells, unfractionated) within 7 days interval. The % recipient difference between PB and BM was compared with relapse/remission status (BM biopsy results, cytogenetics, molecular testing, CBC, and clinical follow-up documents. For patients with multiple time points of concurrent BM and PB results, only the first point was included in this evaluation. Results Concurrent BM and PB chimerism results were compared in 74 patients. Median age at transplant was 54 years (range: 3–76 years). Date of PB and BM sample post-transplant was median 207 days (range: 27–3102). Test methods were XY FISH (N = 9), short tandem repeat (N = 55) and quantitative PCR (N = 10). Diagnoses were myeloproliferative/dysplastic disease (N = 61), aplastic anemia (N = 2), lymphoma/lymphocytic leukemia (N = 11). % Recipient was higher in BM than PB (difference: Δ ⩾ 2 % ) in 11 patients, and similar ( Δ < 2 % ) in 63 patients. Of the 11 patients with Δ ⩾ 2 % , disease relapse was detected in 5 patients at BM collection and two more patients within the following 2 months (total N = 7/11). Of the 63 patients with Δ < 2 % , disease relapse was detected in 2 patients at BM collection and five more patients in the following 2 months (total N = 7/63). In the patients with Δ ⩾ 2 % compared to the patients with Δ < 2 % , relapse was higher at BM collection (p = 0.0005 by Fisher exact) and cumulatively in the following 2 months (p = 0.000004, chi-square). Mixed chimerism status (recipient ⩾5%) in PB was observed in 4/11 patients with Δ ⩾ 2 % and 9/63 patients with Δ < 2 % , not statistically different (p = 0.76). Mixed chimerism was associated with relapse in the patients with Δ < 2 % (p = 0.022, chi-square), but not in patients with Δ ⩾ 2 % (p = 0.55, Fisher exact). Conclusions Higher % recipient in BM than in PB indicates risk of concurrent/imminent relapse, regardless of PB mixed/complete chimerism status. This status may reflect increasing mixed chimerism.",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0065826388,Conceptual issues of state support of private enterprise in crisis,"development of the Small-scale business and private businesses - one of the most urgent problems in Uzbekistan. While the relative weight and importance of a small-scale business grow in economy, a share of these indicators more low than in the developed countries. One of the most important factors mentioning efficiency of functioning of a small-scale business, the state comprehensive (institutional) support of business is.",,"['Business', 'Economics']",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0066147827,Pollen viability and storage life in Leonurus cardiaca L.,"Leonurus cardiaca (Lamiaceae) is an important medicinal plant growing in many regions of Iran. It has been used to cure cardiovascular diseases, stress, anxiety, and nervous irritability. There has been no report on the pollen biology of this species. Therefore, this experiment was designed to investigate viability, in vitro germination, optimal storage temperature, and storage life of the pollen grains. Two colorimetric methods using either 2,3,5-triphenyl tetrazolium chloride (TTC) or acetocarmine were employed. In a medium containing 5% sucrose, 100 ppm boric acid (H3BO3), and 1% agar, pollen germination rate was examined at five developmental stages including one day before anthesis, and 2 h, 24 h, 48 h, and 72 h after anthesis. Four storage temperatures, 4, 25, -20, and -80 degrees C, were applied to determine the optimum storage temperature and storage life of the pollens. Pollen germination was tested in a culture medium at 5-day intervals for 4 and 25 degrees C and every month for -20 and -80 degrees C. The highest pollen viability was observed by acetocarmine method. The viability of pollens before anthesis was 91.35% and reduced to 2.06% 72 h after anthesis. The highest germination was achieved in pollens gathered 2 h after anthesis(82.84%), which reduced to 0.19% 72 h after anthesis. Pollen germination was stopped after 20, 50, 60, and 60 days of storage at 25, 4, -20, and -80 degrees C, respectively. (C) 2016 Elsevier GmbH. All rights reserved.",,"['Biology', 'Medicine']",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0070533592,,"The article dwells on certain problematic issues of crimes subjecting human life to danger. Adducing different viewpoints on this question the author gives a well-grounded substantiation concerned with a specification of notions and types of crimes subjecting individual's life and health to danger, he differentiates these sorts of delicti from other ones coinciding partially with them. This classification of notions making the terms of juridical science more precise is aimed at a perfection of felony legislation with its further application in correspondence with the rules of law conveyed through respective articles.",Law?,['Philosophy'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
carticle_0070950944,,"【Purpose: Blunt small bowel injury (SBI) is frequently combined other organ injury. So, clinical outcome and characteristics of SBI are influenced by other combined injuries. Thus, we analyzed isolated SBI patients and studied clinical outcome and characteristics. Methods: Between 2005 and 2010, 36 consecutive patients undergoing laparotomy due to isolated SBI were identified in a retrospectively collected. Database. Clinical outcome and characteristics were analyzed. Results: Laparotomy was performed in 36 patients. Primary repair was performed 17 patients. Segmental resection of small bowel was performed 19 patients. Median time gap from trauma to operation was 9 hours. In 24 hours from trauma, operation was performed 31 patients. Post operative death was 5 patients. Mean hospital stay was 18 days and median hospital stay was 12 days. There were significant differences between operation type and minor complication and hospital stay. And there were significant differences between time gap in 24 hours and minor complication. But, there were no significant between time gap and mortality. Conclusion: Although this study had many limitations, some valuable information was produced. When operation above 24 hours was delayed in SBI, minor complications were significantly increased. Segmental resection of small bowel in SBI were significantly increased minor complications and hospital stay. So, preventive measures for surgical site infection was important to reduce wound complication and hospital stay. Further continuous study and multi-center study were should be performed to improve clinical outcome in SBI.】",,['Medicine'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
carticle_0071722439,An Analysis Of The Risks Associated With Estate Duty In Retaining Control Over Trust Assets,"The use of trusts to minimise estate duty and other taxes has recently come under scrutiny from government. The DTC has proposed amendments to income tax legislation to serve as a deterrent against using trusts to avoid estate duty. Such amendments will, however, only discourage the use of trusts if the trust assets generate a significant amount of income and the donor of the assets or the beneficiaries of the trust have little or no other taxable income. The objective of this paper is to identify the estate duty risks associated with retaining control over trust assets. It was concluded that trust assets are only at risk of being included as deemed property in the estate of a deceased person where such person had, immediately prior to death, the legal competence to dispose of such property for the benefit of himself or his estate and that the conduct of the planner was not a relevant consideration in determining whether trust assets could be deemed property. However, the conduct of the estate planner with respect to trust assets could potentially lead to the inclusion of the property as actual property in his estate, particularly in circumstances where the trust was his alter ego and trust property was treated as his own, where the trust arrangement is regarded as simulated or where there was no intention to create a trust.",+Law?,['Business'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
carticle_0072022227,Compliant Terrain Legged Locomotion Using a Viscoplastic Approach,"Legged locomotion is a rapidly advancing area in robotics, yet still a large number of open questions exist. This work focuses on the foot-terrain interaction and its effect on the motion of a one-legged system. This interaction is usually tackled by disregarding some of the effects of ground deformation like permanent deformation and compaction. Inspired by other areas of engineering, an impact dynamics model is developed, allowing a more thorough study of the behavior during fast dynamic walking. This approach can be regarded as a viscoplastic one. The monopod controller presented in previous work is extended to cope with deformable terrains, based on energy dissipation considerations, without requiring the knowledge of the ground parameters. Simulation results prove the validity of the theory presented.",,['Engineering'],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
